review,preprocessed_text,score,predicted_label,predicted_label_code,confidence_negatif,confidence_netral,confidence_positif,confidence_max
"Saya tidak membeli apl ini, tiba2 saldo saya di shopee lenyap 600.000. Saya ajukan pengembalian dana tapi pihal google one menolak dgn alasan kebijakan. Jujur saya sangat amat kecewa karna saya jarang banget menggunakan apl ini. Setelah berlangganan aktif, ternyata aplikasinya sama aja spt strava yg gak berlangganan. Sumpah rugi banget rasanya. Google one, saya sangat kecewa dgn peraturan ini, sangat merugikan.!!!",beli saldo shopee lenyap kembali dana pihal google tolak alas bijak jujur kecewa karna jarang banget langgan aktif aplikasi strava langgan sumpah rugi banget google kecewa atur rugi,1,negatif,0,0.6487183988461671,0.15078748139207002,0.20049411976176296,0.6487183988461671
kecewa kenapa pacenya di tidak adakann?,kecewa pace adakann,1,negatif,0,0.557972077652559,0.1566239271877996,0.28540399515964143,0.557972077652559
gk paham aplikasinya 🤣🤣🤣,paham aplikasi,1,negatif,0,0.5238170902581332,0.15536102560786139,0.3208218841340055,0.5238170902581332
"tolong dong benarin sistem nya , susah bgt buat login doang sengaja kasih bintang lima biar bisa kebaca",tolong benarin sistem susah banget login doang sengaja kasih bintang biar baca,5,negatif,0,0.5100126121898855,0.20836202140443788,0.28162536640567676,0.5100126121898855
sudah connect dengan huawei watch tapi tidak ada data nya,connect huawei watch data,1,negatif,0,0.416393799258295,0.18514598142450753,0.3984602193171975,0.416393799258295
"coba berikan tanggapan ke komentar ini jika dana 609.000 bisa di refund kembali, soalnya saya butuh uang itu buat bulanan",coba tanggap komentar dana refund butuh uang bulan,1,negatif,0,0.5219318692016419,0.21289451921259092,0.26517361158576713,0.5219318692016419
Tolong kembalikan dana saya sebesar Rp.609.390 saya tidak pernah berlangganan dan tidak mengaktifkan untuk berlangganan. tiba tiba dapatkan notifikasi dana saya terpotong sebesar Rp.609.390. Saya sudah buat pengajuan tolong dikembalikan dan dipercepat untuk penyelesaian masalah ini. JANGAN JADI APLIKASI SCAM!I,tolong kembali dana langgan aktif langgan dapat notifikasi dana potong tolong kembali cepat selesai aplikasi scami,1,negatif,0,0.6597432047419937,0.21296419176154419,0.12729260349646204,0.6597432047419937
"saat ingin masuk ke strava tidak bisa,sudah coba ganti masuk lewat email,google dan fb tetap tidak bisa.tolong segera perbaiki🙏",masuk strava bisasudah coba ganti masuk emailgoogle bisatolong baik,1,negatif,0,0.48555902549030155,0.2377866066837725,0.276654367825926,0.48555902549030155
apk nya bagus banget kalian wajib download sih rugi GK download,aplikasi bagus banget wajib download rugi download,5,positif,2,0.2699855357750293,0.16385521067661982,0.566159253548351,0.566159253548351
"Kemarin saldo seabank saya tiba-tiba kesedot dari strava sejumlah Rp. 609.390. Padahal saya tidak ada berlanggana yang satu tahun. Saya sangat merasa kaget, tidak menyangka, dan merasa sangat rugi. Uang itu sangat saya butuhkan untuk biaya pendidikan. Saya harap saldo seabank saya segera dikembalikan. Karena saya tidak rela jika saldo itu ditarik oleh pihak strava",kemarin saldo seabank tibatiba sedot strava berlanggana kaget sangka rugi uang butuh biaya didik harap saldo seabank kembali rela saldo tarik strava,1,negatif,0,0.6310008528473486,0.15476812019936892,0.21423102695328247,0.6310008528473486
"lumayan untuk pemula.. tidak ada iklan, mudah digunakan..",lumayan mula iklan mudah,4,positif,2,0.27388885172594823,0.17230428475444728,0.5538068635196045,0.5538068635196045
tolong kembalikan saldo dana saya sebesar 609.390 terpotong tanpa persetujuan sayaa padahal saya tidak berlangganan bagaimana ini saya tidak terima atas pengambilan dana saya tanpa persetujuan saya!!,tolong kembali saldo dana potong tuju sayaa langgan terima ambil dana tuju,1,negatif,0,0.6288192119166572,0.19535109846519155,0.17582968961815118,0.6288192119166572
sering forced closed di handphone redmi 10C sudah diinstal ulang dan hapus data tetap tidak berefek. gimana penyelesaiannya ya ??,forced closed handphone redmi diinstal ulang hapus data efek gimana selesai,3,negatif,0,0.538536996454033,0.219395278851334,0.2420677246946329,0.538536996454033
ko perangkat saya tidak bisa login ya,perangkat login,1,negatif,0,0.4932236663035105,0.20149248372236048,0.3052838499741289,0.4932236663035105
"Tolong untuk admin strava kembalikan dana saya senilai Rp609.390,00 dikarenakan saya merasa tidak berlangganan akses premium di aplikasi strava.",tolong admin strava kembali dana nila langgan akses premium aplikasi strava,1,negatif,0,0.6310529688647376,0.18546457908888528,0.18348245204637711,0.6310529688647376
Sangat membantu dan memuaskan sekali dalam merekam aktifitas berolah raga dengan menggunanakan Strava ini. terima kasih Strava,bantu muas rekam aktifitas olah raga menggunanakan strava terima kasih strava,5,positif,2,0.306607083288456,0.18131339151578596,0.5120795251957581,0.5120795251957581
gua udah ga pake apk nya tiba tiba nyedot dana 600k udah minta refund dana malah ga bisa mana duit bukan makan gausah di download guys gua udah minta pengembalian dana udah 3 hari belum juga di kembaliin,pake aplikasi nyedot dana refund dana duit makan gausah download guys kembali dana kembaliin,1,negatif,0,0.5785119852647456,0.2209033637788357,0.2005846509564187,0.5785119852647456
saya senang dengan strava,senang strava,5,negatif,0,0.43175533438730285,0.19165815903986555,0.3765865065728315,0.43175533438730285
"ini knp ga bisa log in ya? error mulu, tolong servernya diperbaiki",error mulu tolong servernya baik,4,negatif,0,0.6273579703334475,0.1742567329673249,0.1983852966992275,0.6273579703334475
"Tolong di perbaiki keakuratan Pace dan jaraknya, sangat tidak akuratt bintang satu",tolong baik akurat pace jarak akuratt bintang,1,negatif,0,0.5334636263308907,0.20984417386483264,0.2566921998042766,0.5334636263308907
uang saya tiba² ke sedot 609000 padahal GK ada Langgangan toh bisa2 ya kesedot tolong la di kembalikan,uang sedot langgang sedot tolong kembali,2,negatif,0,0.606891509936861,0.1886344096147044,0.20447408044843454,0.606891509936861
"kenapa setiap mau lari g pernah je record trs pacenya mentok di 15 aja padahal awal² download mah lancar bisa pace 4-3, tapi pas akhir² ini malah ngebug kadang jaraknya g ke record sama sekali",lari record pace mentok download lancar pace ngebug kadang jarak record,2,negatif,0,0.45974438372398646,0.21217586698947552,0.32807974928653805,0.45974438372398646
saya kok tidak bisa masuk ke strava padahal sebelumnya bisa,masuk strava,3,negatif,0,0.4916826559831814,0.21051154082118131,0.2978058031956373,0.4916826559831814
"aplikasinya bagus, tapi sering eror gak tepat GPSnya kacau. Udah lari 5Km kebaca malah 2km 😂 memalukan. tolong perbaiki lagi dong. biar gak malu-maluin pas di posting 🙏",aplikasi bagus eror gpsnya kacau lari baca malu tolong baik biar malumaluin posting,3,positif,2,0.33584176568718105,0.23361793547075424,0.43054029884206474,0.43054029884206474
saya tidak sengaja membeli item dan berlangganan di aplikasi tersebut mohon dana saya di kembalikan sebesar 609.390 saya sangat butuhh mohon uang saya dikembalikan.,sengaja beli item langgan aplikasi mohon dana kembali butuhh mohon uang kembali,1,negatif,0,0.6259315140520451,0.21280357347753892,0.16126491247041605,0.6259315140520451
"Tolong kembalikan uang saya 609 Rb saya tidak berminat berlangganan untuk setahun, ini otomatis potong dari DANA tanpa persetujuan dahulu . tolong kembalikan jangan jadi aplikasi SCAM!!!!!",tolong kembali uang minat langgan tahun otomatis potong dana tuju tolong kembali aplikasi scam,1,negatif,0,0.6830351485449826,0.19171227303185204,0.12525257842316528,0.6830351485449826
"app ini kalo di hp ngawur, jarak 5 km jadi 11 km, mana Pace nya Pace 2 kocak bat, Lo kira gw cheetah bisa lari sekencang itu",kalo ngawur jarak pace pace kocak cheetah lari kencang,1,negatif,0,0.4202166419616574,0.26760733827575683,0.31217601976258574,0.4202166419616574
"Tolong dong admin,,antah memang aplikasinya narik langganan otomatis atau anak saya pencet pencet hp hingga salah pencet langganan,,dan terbayar 609.390,,tolong bantukan saya tentang pengembalian dana saya ini,karna saya tidakenggunakam aplikasi ini,,saya cuma pekerja biasa,uang sejumlah itu sangat berarti bagi saya 🙏🙏🙏",tolong adminantah aplikasi narik langgan otomatis anak pencet pencet salah pencet langganandan bayar tolong bantu kembali dana inikarna tidakenggunakam aplikasi inisaya kerja biasauang,1,negatif,0,0.4311881964056601,0.30051660968422544,0.26829519391011447,0.4311881964056601
"apk aneh pas di unduh fto transparan nya tiba tiba layar nya hitam udh di coba brp kali hapus download gitu aja trs,sengaja ngasih bintang 5 biar ulasan nya di awal",aplikasi aneh unduh transparan layar hitam coba kali hapus download gitu trssengaja ngasih bintang biar ulas,5,negatif,0,0.3822179419458187,0.3037859110260337,0.31399614702814765,0.3822179419458187
"saya sejak dahulu user strava, tidak ada kendala apapun selama menggunakan strava ini, tapi ketika update aplikasi di tahun 2025, strava makin tidak akurat, tidak pernah bisa menyimpan record, selalu loading, padahal sinyal aman, wifi aman, penyimpanan hp saya aman, saya sudah mengalami kendala ini sebanyak 4 kali dalam masalah yg sama, tidak bisa menyimpan record. mohon maaf sekali developer, saya harus berpindah ke aplikasi lain, terima kasih sudah menemani saya selama ini, strava.",user strava kendala strava update aplikasi strava akurat simpan record loading sinyal aman wifi aman simpan aman alami kendala kali simpan record mohon maaf developer pindah aplikasi terima kasih tani strava,2,negatif,0,0.4735008146390592,0.2544532532530073,0.2720459321079335,0.4735008146390592
"tolong strava balikin saldo dana saya yang otomatis berlangganan ke apk strava saya gatau tiba"" saldo saya kesedot sendiri",tolong strava balikin saldo dana otomatis langgan aplikasi strava gatau saldo sedot,3,negatif,0,0.6569092928757413,0.15062703756449491,0.19246366955976382,0.6569092928757413
Kenapa APK ini langsung Main Tarik Uang melalui apk Play Store..padahal sebenarnya hanya Coba Gratis..tp ini main Tarik uang 609.000..sudah ikuti saran Coba mengembalikan Dana..tp tetap tdk di proses dengan alasan tidak memenuhi syarat..mohon kiranya Apk ini bisa mengembalikan Dana Yg d ambil Krn itu keperluan Berobat 🙏🙏🙏,aplikasi langsung main tarik uang aplikasi play storepadahal coba gratistp main tarik uang ikut saran coba kembali danatp proses alas penuh syaratmohon aplikasi kembali dana ambil perlu obat,1,negatif,0,0.600366281182887,0.1701736753221527,0.22946004349496024,0.600366281182887
apk nya sangat jelek uang saya di tarik tiba2 tanpa persetujuan saya mana saldo saya di dana 600 di tariknya dia semuanya apk nya gk bagus gaessss gk bertanggung jawab😒😒😒,aplikasi jelek uang tarik tuju saldo dana tarik aplikasi bagus gaessss tanggung,1,negatif,0,0.5151472452867106,0.12436723434897363,0.36048552036431575,0.5151472452867106
memudahkan dalam berolahraga,mudah olahraga,5,positif,2,0.18839901707771078,0.11707138449507255,0.6945295984272167,0.6945295984272167
aplikasi bagus dan tampil dan memberi tau kerja keras kita 😊,aplikasi bagus tampil kerja keras,5,positif,2,0.21255833556855067,0.15754422164718626,0.629897442784263,0.629897442784263
"saya tidak pernah berlangganan aplikasi strava ini. tiba"" semalem dana saya kepotong di dana. mohon bantu saya cara pengembali kan dana saya sebesar Rp. 342.990 secepat nya. saya sudah mengajukan pengembalian dana di google 🙏",langgan aplikasi strava semalem dana potong dana mohon bantu kembali dana cepat kembali dana google,1,negatif,0,0.561278506110273,0.2040454738518697,0.23467602003785729,0.561278506110273
min tolong kenapa pacenya tidak kelihatan malah jadi elev?,admin tolong pace elev,3,negatif,0,0.5437759228789094,0.2244652421510563,0.23175883497003424,0.5437759228789094
udah cape2 lari mati sendiri. padahal waktu sudah di aktifkan sebelum masuk ke kantong. tapi pas sampai finish ternyata ga ke record ini kenapa ya,cape lari mati aktif masuk kantong finish record,1,negatif,0,0.39381595106333034,0.23534687898425277,0.37083716995241695,0.39381595106333034
cocok untuk yg suka running,cocok suka running,5,positif,2,0.3813934342713608,0.16800954900411363,0.45059701672452557,0.45059701672452557
"pertama kali menggunakan aplikasi ini berjalan baik, namun akhir2 ini terdapat loading menu yg begitu lama ketika sy masuk ke aplikasi.",kali aplikasi jalan loading menu masuk aplikasi,3,negatif,0,0.5128494028023138,0.13409240756687896,0.3530581896308073,0.5128494028023138
tolong tambahkan fitur untuk menu olahraga lompat tali. nanti baru saya kasih bintang 5,tolong tambah fitur menu olahraga lompat tali kasih bintang,1,positif,2,0.3338483969844951,0.24106195988770476,0.4250896431278001,0.4250896431278001
saya kecewa sudah interval jauh jauh malah pace nya di 8/7,kecewa interval pace,3,negatif,0,0.557972077652559,0.1566239271877996,0.28540399515964143,0.557972077652559
"saya tidak pernah merasa berlangganan yearly di aplikasi ini, tapi saldo dana saya terpotong dengan nominal Rp. 609.390 tolong di kembalikan uang saya segera 😭😭",langgan yearly aplikasi saldo dana potong nominal tolong kembali uang,1,negatif,0,0.7141314233400704,0.15390009203461846,0.1319684846253112,0.7141314233400704
sangat bermanfaat dan memotivasi utk terus berlari..,manfaat motivasi lari,5,positif,2,0.2547627972427642,0.19025640681303765,0.5549807959441981,0.5549807959441981
"Keren, terima kasih",keren terima kasih,5,positif,2,0.3661164309372659,0.2146756292362408,0.41920793982649324,0.41920793982649324
suka dah,suka,5,negatif,0,0.4366638379853212,0.1763369248756456,0.3869992371390333,0.4366638379853212
"tolong kembalikan dana saya sebesar 609 RB,saya tidak pernh langganan diapk ini dan saya butuh dana itu balik lagi buat bayar ijazah saya🙏🏻",tolong kembali dana rbsaya pernh langgan diapk butuh dana bayar ijazah,1,negatif,0,0.6171464736400503,0.2535167842288722,0.12933674213107751,0.6171464736400503
aplikasi gendeng daftar menggunakan wifi tidak bisa melihat aktivitas dengan wifi tidak bisa.,aplikasi gendeng daftar wifi aktivitas wifi,1,negatif,0,0.48253638561868584,0.1720035112517686,0.34546010312954556,0.48253638561868584
"maaf saya rate bintang 1, lebih bagus versi yang sebelumnya si menurutku, agak nyesel si setelah saya update",maaf rate bintang bagus versi turut nyesel update,1,positif,2,0.2849693328418195,0.2811890195193793,0.43384164763880123,0.43384164763880123
"gabisa masuk ke strava, udah download ulang tetep server eror,tapi nyoba Relive langsung jadi👎🏻",gabisa masuk strava download ulang tetep server erortapi nyoba relive langsung,1,negatif,0,0.45278824312342575,0.29281088808270256,0.2544008687938717,0.45278824312342575
"kepotong otomatia padahal dana udh gak cukutl di CC, saldo dan pulsa tapi malah pindah sendiri metode pembayarannya ke ovo aplikasi penyedot uang user gini banget cari duitnya",potong otomatia dana cukutl saldo pulsa pindah metode bayar aplikasi sedot uang user banget cari duit,1,negatif,0,0.6267644972650663,0.13760262002160126,0.23563288271333238,0.6267644972650663
"tolong ya metode pembayarannya di perbaiki, sya kemarin ngaktifin paket bulanan pembayaran sukses tapi gak bisa di pergunakan, akhirnya uang saya yg 100 ribu malah hilang, paket terkonfirmasi telah di bayar tapi malah tidak bisa di gunakan",tolong metode bayar baik kemarin ngaktifin paket bulan bayar sukses guna uang ribu hilang paket konfirmasi bayar,2,negatif,0,0.5850877901694489,0.17637075283433887,0.23854145699621207,0.5850877901694489
"tolong kembalikan dana saya, saya sangat butuh dana tersebut buat biaya sekolah saya, sebesar 609.390 segera, karna saya sangat butuh",tolong kembali dana butuh dana biaya sekolah karna butuh,1,negatif,0,0.54905645152537,0.22835488360273767,0.22258866487189233,0.54905645152537
sehat,sehat,5,positif,2,0.2716512834442465,0.18863156580528131,0.5397171507504722,0.5397171507504722
"strava udah 2 kali lho kilometer nya salah...di smartwach cuma 5,5 km di strava kok isa 13km. tolong diperbaiki lagi..setelah update kok malah gini.",strava kali kilometer salahdi smartwach strava tolong baik lagisetelah update,3,negatif,0,0.5967001044529959,0.19660711005084813,0.20669278549615602,0.5967001044529959
"Dipakai untuk record perjalanan dengan Aplikasi ini bikin panas HP, sangat menguras baterai HP",pakai record jalan aplikasi bikin panas uras baterai,1,negatif,0,0.5096747589045022,0.16054778396201194,0.329777457133486,0.5096747589045022
"GPS error, jarak tidak sesuai tolong diperbaiki.",error jarak sesuai tolong baik,2,negatif,0,0.6780962405028288,0.17317249387319875,0.14873126562397257,0.6780962405028288
"aplikasi Oke, membantu rekomen rute, dan cek statistik olahraga kita",aplikasi bantu rekomen rute statistik olahraga,4,positif,2,0.283832141826103,0.1043007228090122,0.6118671353648849,0.6118671353648849
keluar aplikasinya sendiri. gk bisa login. kesalahan server infonya. tpi gk bisa masuk sampai saat ini.,aplikasi login salah server info masuk,1,negatif,0,0.5161325258985157,0.22323047305479407,0.2606370010466902,0.5161325258985157
gak bisa daftar,daftar,1,negatif,0,0.5474321589278635,0.18655588342017212,0.26601195765196434,0.5474321589278635
"saya kasih bintang satu karena berbayar semua ga jelas, dikit-dikit bayar",kasih bintang bayar dikitdikit bayar,1,negatif,0,0.45639734962989675,0.2605748037849262,0.28302784658517705,0.45639734962989675
"sangat bagus untuk latihan, semangat untuk semua👍🏻",bagus latih semangat,5,positif,2,0.11833506159674638,0.16100185963360314,0.7206630787696505,0.7206630787696505
"aplikasi aneh, saya udah hapus nih aplikasi tetep aja kepotong uang di e wallet, ga recommend duit ga bisa balik, costummer service nya juga ga layak, ga recommend nih aplikasi",aplikasi aneh hapus aplikasi tetep potong uang wallet recommend duit costummer service layak recommend aplikasi,1,negatif,0,0.5495678947682006,0.13566465245390671,0.3147674527778928,0.5495678947682006
gabisa di save aktivitas nya,gabisa save aktivitas,1,negatif,0,0.4444995547764689,0.26684121242193115,0.28865923280160005,0.4444995547764689
"apk nya bagus buat kita yg gk punya jam tangan lari,bisa di hp meski ribet bawa hp lari sih,tapi gk apa² keren",aplikasi bagus tangan laribisa ribet bawa lari sihtapi bagus,5,positif,2,0.1315311035530324,0.16415194330635263,0.7043169531406149,0.7043169531406149
"koneksinya lambatt, kadang gak kedata!!!,,, cuma ketolong trend doang ini, kalo begini nda bakal panjang umurnya ni app... 👎👎👎👎",koneksi lambatt kadang data tolong trend doang kalo umur,1,negatif,0,0.5396161632031733,0.2038826722750961,0.2565011645217306,0.5396161632031733
"Kepotong otomatis Pembayaran nya, apa ini gabisa pengembalian dana?",potong otomatis bayar gabisa kembali dana,1,negatif,0,0.5105833108407861,0.2825994179562434,0.20681727120297058,0.5105833108407861
"eror ngga sih, masa berjalan doang 18 menit hampir 7 kilo",eror ngga jalan doang menit kilo,3,negatif,0,0.48805027375336285,0.2057721909692962,0.306177535277341,0.48805027375336285
sejak update kemaren malah server gangguan terus mohon di cek admin strava,update kemaren server ganggu mohon admin strava,5,negatif,0,0.5344989604203323,0.2457113263969549,0.2197897131827128,0.5344989604203323
"tolong dong kembalikan uang saya, tiba2 ketarik otomatis dr akun dana saya, saya gatau apapa, tiba-tiba ketarik 609.390, kayanya saya ga sengaja kepencet atau apapun itu, tapi transaksi tersebut langsung Otomatis, saya mohon kembalikan uang saya secepatnyalah, saya sangat membutuhkannya",tolong kembali uang tarik otomatis akun dana gatau apapa tibatiba tarik kaya sengaja pencet transaksi langsung otomatis mohon kembali uang cepat butuh,1,negatif,0,0.6493980420757246,0.18821234529638634,0.16238961262788904,0.6493980420757246
gampang banget eror di pace nya sama km nya👎,gampang banget eror pace,1,negatif,0,0.5074718295709979,0.16312358551272316,0.32940458491627905,0.5074718295709979
"Tolong kembalikan dana berlangganan sebesar 609.390, karena saya tidak merasa berlangganan. Mohon secepatnya di proses pengembalian dananya.",tolong kembali dana langgan langgan mohon cepat proses kembali dana,1,negatif,0,0.5989790570175022,0.2681750195472741,0.13284592343522378,0.5989790570175022
"tidak bisa daftar, tidak bisa login,",daftar login,1,negatif,0,0.5808779076188164,0.1827509901555991,0.23637110222558436,0.5808779076188164
rating turunin dulu suka eror stravanya bersepada sudah 2 jam lebih tapi terhitung 1 jam tidak jelas koneksi bagus,rating turunin suka eror stravanya sepada hitung koneksi bagus,3,negatif,0,0.37356417728604974,0.26294885552838776,0.3634869671855626,0.37356417728604974
"pengalaman menggunakan aplikasi yg bisa support kegiatan sehari"" dg menyenangkan",alam aplikasi support giat hari senang,5,positif,2,0.36808594566127417,0.16283144937860108,0.46908260496012477,0.46908260496012477
"kenapa punya ku gagal masuk terus y padahal dari kemarin lancar"" saja",gagal masuk kemarin lancar,5,negatif,0,0.47016941236567433,0.23394865164774592,0.29588193598657975,0.47016941236567433
"edukasi buat yang pake strava, kemarin tiba tiba ada transaksi yang saya tidak tau dan bukan saya yang melakukan transaksi tersebut, ketika saya cek di notifikasi email ternyata dana saya di tarik oleh aplikasi ini sebesar ±Rp. 600.000.00. Hati-hati buat teman-teman pengguna strava jangan sampai mengalami hal yang sama.",edukasi pake strava kemarin transaksi transaksi notifikasi email dana tarik aplikasi hatihati temanteman guna strava alami,1,negatif,0,0.5380633927465079,0.14414986431136487,0.31778674294212705,0.5380633927465079
Sangat membantu untuk mencapai rekor pribadi dalam cabang olahraga.,bantu capai rekor pribadi cabang olahraga,5,positif,2,0.1515580598770324,0.09652351371695625,0.7519184264060114,0.7519184264060114
"appplikasi ini sangat membantu monitoring aktivitas, tingkatkan terus 👍👍",appplikasi bantu monitoring aktivitas tingkat,5,positif,2,0.25672712925202407,0.18213886109397548,0.5611340096540005,0.5611340096540005
Sudah bagus tapi kdang akurasi Pace dan jrak jauh beda dengan yang di smartwatch,bagus kdang akurasi pace jrak beda smartwatch,4,positif,2,0.2658027338013639,0.2102714639399742,0.5239258022586619,0.5239258022586619
oklah,oklah,5,negatif,0,0.41405630395748166,0.21478921246605887,0.37115448357645947,0.41405630395748166
akhir-akhir ini aplikasi kurang akurat untuk mengukur jarak dan Pace nya,akhirakhir aplikasi akurat ukur jarak pace,3,positif,2,0.4032841758323431,0.17252141401719437,0.42419441015046244,0.42419441015046244
asyik...bagus secara visual,asyikbagus visual,5,negatif,0,0.41405630395748166,0.21478921246605887,0.37115448357645947,0.41405630395748166
kok starva sekarang manis diawal sj . makin hari makin hari kok eror .dan kadangklm tdk terbaca kadang petanya dan lain². tolong pihak starva di perbaiki lagi ya. di tunggu,starva manis awal eror kadangklm baca kadang peta tolong starva baik tunggu,3,negatif,0,0.5009889206954212,0.23405938158827677,0.2649516977163019,0.5009889206954212
"ini knp strava sekarang lebih sering mati woii, ini gmn ceritanya padahal udah mulai ngerekam kenapa malah ngereset trs mati sendiri padahal dulu nggak kayak gini tolong developer di perbaiki lagi ini!! mohon tanggapannya dari pihak developer jika masih terus""an seperti ini saya akan laporkan masalah ini ke pihak play store",strava mati woii cerita ngerekam ngereset mati kayak tolong developer baik mohon tanggap developer terus lapor play store,2,negatif,0,0.5413577970174756,0.18994299727148042,0.2686992057110441,0.5413577970174756
"saldo dana saya kesedot, dan tanpa pengetahuan saya dan saya ingin saldo saya kembali",saldo dana sedot tahu saldo,1,negatif,0,0.5728384920382988,0.1728994561478009,0.2542620518139003,0.5728384920382988
akurasi nya akurat banget 👍🏻👍🏻,akurasi akurat banget,5,positif,2,0.39624397034610054,0.15201471457694268,0.4517413150769568,0.4517413150769568
jadi tambah semangat untuk berolah raga,semangat olah raga,4,positif,2,0.27936331250408103,0.16099496147349918,0.5596417260224199,0.5596417260224199
woyy aplikasi lu benerin eror mulu saat mau masukk,woyy aplikasi benerin eror mulu masukk,1,negatif,0,0.512126510898937,0.2148419433687674,0.2730315457322956,0.512126510898937
"aplikasi sering eror, rute tidak terekam. sering close sendiri tidak bisa dibuka. mohon diperbaiki. meskipun begitu ini aplikasi favorite saya",aplikasi eror rute rekam close buka mohon baik aplikasi favorite,3,negatif,0,0.5371849375093958,0.22111807148369214,0.24169699100691205,0.5371849375093958
strava ku kok gk kena ya eror banget perasaan dulu juga udah login bisa masuk eh pas mau dipake malah gk kene harus login lagi pas login katanya ga bisa masuk selver katanya ada kerusakan,strava kena eror banget login masuk dipake kene login login masuk selver rusa,1,negatif,0,0.5465560960738203,0.19844460888551502,0.2549992950406647,0.5465560960738203
buat ngerekam progres mantap ni,ngerekam progres bagus,5,positif,2,0.17854557069273674,0.19270542389302522,0.628749005414238,0.628749005414238
"dibawah 1,5 jam bagus, ditest lewat 1,5 jam lalu hilang tidak ada rekaman nya,, benahi !!!",bawah bagus ditest hilang rekam benah,2,positif,2,0.30625468557591723,0.23559803305291266,0.4581472813711701,0.4581472813711701
"tolong, untuk di device saya tidak bisa login terus. padahal seblumnya bisa login.",tolong device login seblumnya login,1,negatif,0,0.5818788597789489,0.20464736101526196,0.21347377920578917,0.5818788597789489
setelah diupdate malah ga akurat ancur kecewa,diupdate akurat ancur kecewa,1,negatif,0,0.5368182871954891,0.16011947587053568,0.30306223693397516,0.5368182871954891
"sampah, scam, melakukan pembayaran tanpa kode biometrik",sampah scam bayar kode biometrik,1,negatif,0,0.5195023756668514,0.2430834305054331,0.23741419382771542,0.5195023756668514
"strava tolol capek2 gowes di tengah jalan gak record, percuma langganan,auto jeda gak jelas",strava tolol capek gowes jalan record langgananauto jeda,1,negatif,0,0.4855599546866325,0.1776620318373378,0.3367780134760297,0.4855599546866325
simple dan akurat,simple akurat,5,positif,2,0.367277587711262,0.2069734268205443,0.4257489854681937,0.4257489854681937
terkadang mau menyimpan aktivitas harus menunggu dulu,terkadang simpan aktivitas tunggu,3,negatif,0,0.418365677019288,0.2594265323662314,0.3222077906144805,0.418365677019288
aplikasinya eror gak bisa masuk tolong saranya dari minggu lalu eror terus,aplikasi eror masuk tolong sara minggu eror,1,negatif,0,0.5298225555137593,0.2943600404721055,0.1758174040141353,0.5298225555137593
tolong strava saya tidak sengaja berlangganan dan uang di akun dana saya terpotong otomatis sebesar 609.390. mohon di kembalikan 😭😭😭🙏🙏,tolong strava sengaja langgan uang akun dana potong otomatis mohon kembali,1,negatif,0,0.6572622981207938,0.19999829813256872,0.14273940374663746,0.6572622981207938
tolong di perbaiki soalnya sering sekali saya lari makek apk strava di peta selalu keluar jalur padahal sinyal bagus bagus saja,tolong baik lari makek aplikasi strava peta jalur sinyal bagus bagus,2,positif,2,0.33734253280920673,0.21186394912398757,0.4507935180668056,0.4507935180668056
bikin semangat olgaa,bikin semangat olgaa,4,positif,2,0.349411113898903,0.1628055745209423,0.4877833115801547,0.4877833115801547
lebih mudah dalam memantau aktivitas berolahraga,mudah pantau aktivitas olahraga,5,positif,2,0.2242231601639139,0.12991851507874974,0.6458583247573364,0.6458583247573364
kembalikan dana saya sebesar Rp.609.390 saya tidak pernah berlangganan dan saya tidak pernah mencoba untuk berlangganan. tapi kenapa dana saya terpotong sebesar Rp.609.390???. tolong dipercepat untuk penyelesaian masalah ini.,kembali dana langgan coba langgan dana potong tolong cepat selesai,1,negatif,0,0.6211415059669546,0.2538881690889638,0.12497032494408154,0.6211415059669546
pemantau olahraga,pantau olahraga,5,positif,2,0.23855396451875419,0.1358281411889932,0.6256178942922525,0.6256178942922525
sok keras anjg,keras anjg,1,negatif,0,0.41405630395748166,0.21478921246605887,0.37115448357645947,0.41405630395748166
tidak bisa di instal,instal,1,negatif,0,0.4285123084338602,0.20951850854463597,0.3619691830215037,0.4285123084338602
Ini bug atau apa sih? Kok bisa dh 2x g bisa simpen aktivitas?!,simpen aktivitas,1,positif,2,0.3978247213463039,0.19650206579595333,0.4056732128577427,0.4056732128577427
makasi strava semoga ga berubah aturannya,makas strava moga ubah atur,5,negatif,0,0.4244485988483531,0.2863645948721951,0.2891868062794517,0.4244485988483531
aplikasi bagus .... menemani olahragaku... cukup bagiku yg manula ini....😁,aplikasi bagus tani olahraga bagi manula,5,positif,2,0.10866999671581572,0.11706429358133584,0.7742657097028485,0.7742657097028485
ngebet banget ingin berlangganan,ngebet banget langgan,1,negatif,0,0.5393721816530332,0.16869984995398885,0.2919279683929779,0.5393721816530332
ini gmnh ya kejelasannya dari Apps Strava? saya tidak pernah berlangganan tapi ke potong 609 k? tolong penjelasannya terkait kerugian ini !!!,gmnh jelas apps strava langgan potong tolong jelas kait rugi,1,negatif,0,0.5921909890193047,0.19971035068930384,0.20809866029139165,0.5921909890193047
